Date,Open,High,Low,Close,Adj Close,Volume
2021-09-10,,,,,,
2021-09-13,,,,,,
2021-09-14,,,,,,
2021-09-15,,,,,,
2021-09-16,,,,,,
2021-09-17,,,,,,
2021-09-20,,,,,,
2021-09-21,,,,,,
2021-09-22,,,,,,
2021-09-23,,,,,,
2021-09-24,,,,,,
2021-09-27,,,,,,
2021-09-28,,,,,,
2021-09-29,,,,,,
2021-09-30,,,,,,
2021-10-01,,,,,,
2021-10-04,,,,,,
2021-10-05,,,,,,
2021-10-06,,,,,,
2021-10-07,,,,,,
2021-10-08,,,,,,
2021-10-11,,,,,,
2021-10-12,,,,,,
2021-10-13,,,,,,
2021-10-14,,,,,,
2021-10-15,,,,,,
2021-10-18,,,,,,
2021-10-19,,,,,,
2021-10-20,,,,,,
2021-10-21,,,,,,
2021-10-22,,,,,,
2021-10-25,,,,,,
2021-10-26,,,,,,
2021-10-27,,,,,,
2021-10-28,47.0099983215332,48.0,44.47999954223633,46.400001525878906,46.400001525878906,18618900.0
2021-10-29,46.0,49.47999954223633,45.61000061035156,48.7400016784668,48.7400016784668,4639400.0
2021-11-01,54.27000045776367,59.9900016784668,53.060001373291016,53.869998931884766,53.869998931884766,9946500.0
2021-11-02,57.507999420166016,58.6150016784668,55.0,56.41999816894531,56.41999816894531,4122500.0
2021-11-03,57.0,59.380001068115234,56.16999816894531,59.0,59.0,2642300.0
2021-11-04,60.349998474121094,65.73999786376953,60.349998474121094,62.68000030517578,62.68000030517578,3985400.0
2021-11-05,65.0,66.0,56.15999984741211,63.630001068115234,63.630001068115234,4222100.0
2021-11-08,62.810001373291016,62.970001220703125,58.81700134277344,59.36000061035156,59.36000061035156,3012100.0
2021-11-09,58.97700119018555,61.11600112915039,56.869998931884766,59.83000183105469,59.83000183105469,1947200.0
2021-11-10,59.0,59.810001373291016,56.93000030517578,57.720001220703125,57.720001220703125,1543700.0
2021-11-11,58.72999954223633,59.65999984741211,55.04999923706055,56.189998626708984,56.189998626708984,1762700.0
2021-11-12,55.630001068115234,56.349998474121094,53.25,55.959999084472656,55.959999084472656,1703200.0
2021-11-15,55.689998626708984,60.119998931884766,53.849998474121094,59.599998474121094,59.599998474121094,1430500.0
2021-11-16,59.130001068115234,62.77000045776367,57.70000076293945,61.66999816894531,61.66999816894531,1136900.0
2021-11-17,61.97999954223633,64.16500091552734,61.5,62.70000076293945,62.70000076293945,1432800.0
2021-11-18,67.38999938964844,67.38999938964844,63.5,64.2699966430664,64.2699966430664,2831800.0
2021-11-19,66.01000213623047,67.9000015258789,61.70000076293945,62.11000061035156,62.11000061035156,2389400.0
2021-11-22,66.13999938964844,68.19000244140625,62.599998474121094,63.9900016784668,63.9900016784668,4244800.0
2021-11-23,64.05999755859375,64.77999877929688,61.611000061035156,63.779998779296875,63.779998779296875,1562000.0
2021-11-24,63.869998931884766,69.5739974975586,62.33000183105469,68.97000122070312,68.97000122070312,1998400.0
2021-11-26,65.56999969482422,69.38999938964844,64.7509994506836,67.29000091552734,67.29000091552734,1454300.0
